nama,berat,url,negara,noc,cabor,negl,kotal,tinggi,tgll,status
MUHAMMAD RAUF UR RAHEEM,72kg,https://id.asiangames2018.id/athletes/athlete/RAUF-UR-RAHEEM-Muhammad-3007442/,Pakistan,PAK,Bisbol ,Pakistan,GUJRANWALA,168CM,09/05/1991,
ARIANA RAVANBAKHSH,76kg,https://id.asiangames2018.id/athletes/athlete/RAVANBAKHSH-Ariana-3001980/,IR Iran,IRI,Berkuda,IslamicRepublicofIran,,186CM,07/05/1997,
ASWATHI RAVEENDRAN,58kg,https://id.asiangames2018.id/athletes/athlete/RAVEENDRAN-Aswathi-3016171/,India,IND,Bola Voli,India,KERALA,160CM,06/25/1997,
 RAVINDER,84kg,https://id.asiangames2018.id/athletes/athlete/RAVINDER-3003720/,India,IND,Kano/Kayak Sprint,India,"ASSAN, HARYANA",181CM,09/28/1989,
 RAVINDER SINGH,72kg,https://id.asiangames2018.id/athletes/athlete/RAVINDER-SINGH-3003748/,India,IND,Kano/Kayak Sprint,India,CHANDIGARH,174CM,03/30/1991,
ANNE STEPHANIE RAVINDRAN,-,https://id.asiangames2018.id/athletes/athlete/RAVINDRAN-Anne-Stephanie-3030561/,Sri Lanka,SRI,Basket 3x3,SriLanka,,-,02/22/1996,
LOGEAN RAVINDRAN,71kg,https://id.asiangames2018.id/athletes/athlete/RAVINDRAN-Logean-3012466/,Malaysia,MAS,Kabaddi,Malaysia,JOHOR,175CM,05/06/1997,
LAKSIRI RAVINDU,72kg,https://id.asiangames2018.id/athletes/athlete/RAVINDU-Laksiri-3018764/,Sri Lanka,SRI,Squash,SriLanka,,181CM,03/28/1996,
NISHA RAWAL,75kg,https://id.asiangames2018.id/athletes/athlete/RAWAL-Nisha-3024063/,Nepal,NEP,Taekwondo,Nepal,KATHMANDU,165CM,09/11/1995,
PUNAM RAWAL,60kg,https://id.asiangames2018.id/athletes/athlete/RAWAL-Punam-3018839/,Nepal,NEP,Tinju,Nepal,BAJURA,155CM,06/28/1996,
MANISH SINGH RAWAT,60kg,https://id.asiangames2018.id/athletes/athlete/RAWAT-Manish-Singh-3000742/,India,IND,Atletik,India,"SAGAR GOPESHWAR, UTTARAKHAND ",177CM,05/05/1991,
NIRAJ KISHAN RAWAT,58kg,https://id.asiangames2018.id/athletes/athlete/RAWAT-Niraj-Kishan-3005856/,India,IND,Pencak Silat,India,"KOPARKHAIRANE, MAHARASHTRA",173CM,05/02/1999,
BEAUTY RAY,45kg,https://id.asiangames2018.id/athletes/athlete/RAY-Beauty-3013377/,Bangladesh,BAN,Panahan,Bangladesh,NILPHAMARI,152CM,03/04/1992,
SREE SAROT CHANORA RAY,86kg,https://id.asiangames2018.id/athletes/athlete/RAY-Sree-Sarot-Chanora-3021482/,Bangladesh,BAN,Gulat,Bangladesh,DINAJPUR,170CM,12/31/1988,
FAHAD RAZA,86kg,https://id.asiangames2018.id/athletes/athlete/RAZA-Fahad-3004135/,Pakistan,PAK,Bola Voli,Pakistan,KARAK,193CM,03/07/1997,
FATIMA RAZA,58kg,https://id.asiangames2018.id/athletes/athlete/RAZA-Fatima-3019821/,Pakistan,PAK,Bridge,Pakistan,KARACHI,-,03/06/1985,
HASSAN RAZA,79kg,https://id.asiangames2018.id/athletes/athlete/RAZA-Hassan-3005143/,Pakistan,PAK,Kabaddi,Pakistan,SARGODHA,180CM,01/17/1992,
MUBASHIR RAZA,84kg,https://id.asiangames2018.id/athletes/athlete/RAZA-Mubashir-3004138/,Pakistan,PAK,Bola Voli,Pakistan,SHEIKHUPURA,189CM,01/01/1992,
RANA ALI RAZA,72kg,https://id.asiangames2018.id/athletes/athlete/RAZA-Rana-Ali-3020231/,Pakistan,PAK,Pencak Silat,Pakistan,LAHORE,180CM,02/10/1997,
TAYAB RAZA,125kg,https://id.asiangames2018.id/athletes/athlete/RAZA-Tayab-3000702/,Pakistan,PAK,Gulat,Pakistan,LAHORE,188CM,08/02/1995,
SEVARA RAZAKBERGENOVA,71kg,https://id.asiangames2018.id/athletes/athlete/RAZAKBERGENOVA-Sevara-3000741/,Uzbekistan,UZB,Bola Tangan,Uzbekistan,,168CM,03/26/1998,
ROXANA RAZEGHIAN,50kg,https://id.asiangames2018.id/athletes/athlete/RAZEGHIAN-Roxana-3003025/,IR Iran,IRI,Kano/Kayak Slalom,IslamicRepublicofIran,,160CM,01/02/1992,
MOHAMMAD SHEHROZE RAZI,66kg,https://id.asiangames2018.id/athletes/athlete/RAZI-Mohammad-Shehroze-3024551/,Pakistan,PAK,Kurash,Pakistan,KARACHI,177CM,10/18/1994,
MIRWAIS RAZIQI,94kg,https://id.asiangames2018.id/athletes/athlete/RAZIQI-Mirwais-3002402/,Afghanistan,AFG,Angkat Besi,Afghanistan,,175CM,03/21/1991,
KASHIF RAZZAQ,82kg,https://id.asiangames2018.id/athletes/athlete/RAZZAQ-Kashif-3005147/,Pakistan,PAK,Kabaddi,Pakistan,FAISALABAD,180CM,01/21/1988,
KHALIL REBAHI,80kg,https://id.asiangames2018.id/athletes/athlete/REBAHI-Khalil-3002076/,Qatar,QAT,Judo,Algeria,alg,170CM,04/15/1997,
BONTU REBITU,49kg,https://id.asiangames2018.id/athletes/athlete/REBITU-Bontu-3010997/,Bahrain,BRN,Atletik,Ethiopia,,160CM,12/12/1997,
Fernando Recio Comi,79kg,https://id.asiangames2018.id/athletes/athlete/RECIO-COMI-Fernando-3026529/,"Hong Kong, China",HKG,Sepak Bola,NA,,184CM,12/17/1982,
CHERRY MAY REGALADO,50kg,https://id.asiangames2018.id/athletes/athlete/REGALADO-Cherry-May-3011086/,Philippines,PHI,Pencak Silat,Philippines,KALIBO AKLAN,158CM,05/05/1995,
ANKHBAATAR REGDEL,90kg,https://id.asiangames2018.id/athletes/athlete/REGDEL-Ankhbaatar-3028002/,Mongolia,MGL,Sambo,Mongolia,,174CM,07/24/1986,
Mehdi Rehimi ,-,https://id.asiangames2018.id/athletes/athlete/REHIMI-Mehdi-3023417/,IR Iran,IRI,Sepak Bola,NA,,-,05/02/1999,
ABDUL REHMAN,77kg,https://id.asiangames2018.id/athletes/athlete/REHMAN-Abdul-3015432/,Pakistan,PAK,Ju-Jitsu,Pakistan,RAWALPINDI,183CM,08/06/1993,
ABDUL REHMAN,74kg,https://id.asiangames2018.id/athletes/athlete/REHMAN-Abdul-3019005/,Pakistan,PAK,Gulat,Pakistan,RAHIM YAR KHAN,173CM,06/11/1992,
MUHAMMAD ABDUL REHMAN,56kg,https://id.asiangames2018.id/athletes/athlete/REHMAN-Muhammad-Abdul-3008696/,Pakistan,PAK,Wushu,Pakistan,LAHORE,176CM,09/04/2000,
SARFARAZ REHMAN,70kg,https://id.asiangames2018.id/athletes/athlete/REHMAN-Sarfaraz-3021136/,Pakistan,PAK,Sepaktakraw,Pakistan,KARACHI,178CM,01/05/1990,
UZAIR REHMAN,68kg,https://id.asiangames2018.id/athletes/athlete/REHMAN-Uzair-3028560/,Pakistan,PAK,Atletik,Pakistan,,177CM,12/07/1995,
Sevara Rejemetova,54kg,https://id.asiangames2018.id/athletes/athlete/REJEMETOVA-Sevara-3029338/,Kazakhstan,KAZ,Bola Tangan,NA,,167CM,01/01/1994,
ALEENA REJI,53kg,https://id.asiangames2018.id/athletes/athlete/REJI-Aleena-3001636/,India,IND,Balap Sepeda Trek,India,"OMASSERY, KERALA",160CM,05/09/1999,
ELNAZ REKABI,50kg,https://id.asiangames2018.id/athletes/athlete/REKABI-Elnaz-3001647/,IR Iran,IRI,Panjat Tebing,IslamicRepublicofIran,,161CM,07/20/1989,
 REKHA,48kg,https://id.asiangames2018.id/athletes/athlete/REKHA-3009244/,India,IND,Sambo,India,HISAR,153CM,08/05/1995,
IVAN REMARENCO,99kg,https://id.asiangames2018.id/athletes/athlete/REMARENCO-Ivan-3000185/,United Arab Emirates,UAE,Judo,RepublicofMoldova,MDA,187CM,08/07/1988,
Guixin Ren,52kg,https://id.asiangames2018.id/athletes/athlete/REN-Guixin-3015001/,China,CHN,Sepak Bola,NA,,160CM,12/19/1988,
MIN REN,70kg,https://id.asiangames2018.id/athletes/athlete/REN-Min-3013268/,China,CHN,Sofbol,China,,173CM,12/27/1999,
QI REN,70kg,https://id.asiangames2018.id/athletes/athlete/REN-Qi-3008040/,China,CHN,Bola Voli,China,,174CM,02/24/1984,
QIAN REN,50kg,https://id.asiangames2018.id/athletes/athlete/REN-Qian-3010146/,China,CHN,Loncat Indah,China,,164CM,02/20/2001,
YE REN,65kg,https://id.asiangames2018.id/athletes/athlete/REN-Ye-3011473/,China,CHN,Kano/Kayak Slalom,China,,173CM,01/21/1993,
LAMU RENQING,51kg,https://id.asiangames2018.id/athletes/athlete/RENQING-Lamu-3015016/,China,CHN,Panjat Tebing,China,,169CM,12/08/1990,
CHAMARA NUWAN DHARMAWARDHANA REPIYALLAGE,73kg,https://id.asiangames2018.id/athletes/athlete/REPIYALLAGE-Chamara-Nuwan-D-3018976/,Sri Lanka,SRI,Judo,SriLanka,Gampola,165CM,05/10/1992,
Sarocha Rewrujirek,55kg,https://id.asiangames2018.id/athletes/athlete/REWRUJIREK-Sarocha-3007828/,Thailand,THA,Polo Air,NA,,160CM,04/06/1996,
MIKA AEREEN REYES,65kg,https://id.asiangames2018.id/athletes/athlete/REYES-Mika-Aereen-3017567/,Philippines,PHI,Bola Voli,Philippines,,180CM,06/21/1994,
RODOLFO JR REYES,72kg,https://id.asiangames2018.id/athletes/athlete/REYES-Rodolfo-Jr-3005320/,Philippines,PHI,Taekwondo,Philippines,MANILA,177CM,12/29/1994,
MOHSEN REZAEE,58kg,https://id.asiangames2018.id/athletes/athlete/REZAEE-Mohsen-3022862/,Afghanistan,AFG,Taekwondo,Afghanistan,KABUL,184CM,01/30/1998,
MOSTAFA REZAEE,67kg,https://id.asiangames2018.id/athletes/athlete/REZAEE-Mostafa-3024116/,Afghanistan,AFG,Karate,Afghanistan,Ghazni,168CM,09/24/1996,
MOHAMMAD NABI REZAEI,78kg,https://id.asiangames2018.id/athletes/athlete/REZAEI-Mohammad-Nabi-3003416/,IR Iran,IRI,Kano/Kayak Sprint,IslamicRepublicofIran,,180CM,04/10/1999,
SINA REZAEI,74kg,https://id.asiangames2018.id/athletes/athlete/REZAEI-Sina-3023104/,IR Iran,IRI,Sepaktakraw,IslamicRepublicofIran,,189CM,02/20/1999,
MOHAMMAD REZAEI TADI,77kg,https://id.asiangames2018.id/athletes/athlete/REZAEI-TADI-Mohammad-3000650/,IR Iran,IRI,Anggar,IslamicRepublicofIran,,187CM,03/18/1981,
Navid Rezaeifar,-,https://id.asiangames2018.id/athletes/athlete/REZAEIFAR-Navid-3023141/,IR Iran,IRI,Basket,NA,,-,08/23/1996,
Seyed Abolfazl Rezaghpoor,-,https://id.asiangames2018.id/athletes/athlete/REZAGHPOOR-Seyed-Abolfazl-3023378/,IR Iran,IRI,Sepak Bola,NA,,-,09/17/1997,
MD IBRAHIM SHEIK REZOWAN,59kg,https://id.asiangames2018.id/athletes/athlete/REZOWAN-Md-Ibrahim-Sheik-3013521/,Bangladesh,BAN,Panahan,Bangladesh,FARIDPUR,175CM,10/25/2001,
CHUNG IL RI,70kg,https://id.asiangames2018.id/athletes/athlete/RI-Chung-Il-3027649/,DPR Korea,PRK,Soft Tenis,DPRKorea,,175CM,04/07/1993,
Hae Yon Ri,64kg,https://id.asiangames2018.id/athletes/athlete/RI-Hae-Yon-3027732/,DPR Korea,PRK,Sepak Bola,NA,,166CM,01/10/1999,
HYANG RI,58kg,https://id.asiangames2018.id/athletes/athlete/RI-Hyang-3030440/,Unified Korea,COR,Kano/Kayak Sprint,DPRKorea,,167CM,05/03/2002,
Hyang Sim Ri,52kg,https://id.asiangames2018.id/athletes/athlete/RI-Hyang-Sim-3027741/,DPR Korea,PRK,Sepak Bola,NA,,159CM,03/23/1996,
HYON MONG RI,68kg,https://id.asiangames2018.id/athletes/athlete/RI-Hyon-Mong-3030432/,Unified Korea,COR,Dayung,DPRKorea,,178CM,05/15/2000,
IL SIM RI,57kg,https://id.asiangames2018.id/athletes/athlete/RI-Il-Sim-3027634/,DPR Korea,PRK,Renang Artistik,DPRKorea,,170CM,12/10/1992,
JI HYANG RI,58kg,https://id.asiangames2018.id/athletes/athlete/RI-Ji-Hyang-3027617/,DPR Korea,PRK,Panahan,DPRKorea,,167CM,04/15/1998,
KANG BOM RI,58kg,https://id.asiangames2018.id/athletes/athlete/RI-Kang-Bom-3027658/,DPR Korea,PRK,Atletik,DPRKorea,,170CM,04/25/1993,
KON THAE RI,72kg,https://id.asiangames2018.id/athletes/athlete/RI-Kon-Thae-3027580/,DPR Korea,PRK,Tinju,Japan,,180CM,03/09/1996,
KUM JONG RI,46kg,https://id.asiangames2018.id/athletes/athlete/RI-Kum-Jong-3027604/,DPR Korea,PRK,Senam Ritmik,DPRKorea,,160CM,06/17/1996,
KWANG MO RI,50kg,https://id.asiangames2018.id/athletes/athlete/RI-Kwang-Mo-3027588/,DPR Korea,PRK,Senam Artistik,DPRKorea,,169CM,06/05/1992,
KWANG MYONG RI,64kg,https://id.asiangames2018.id/athletes/athlete/RI-Kwang-Myong-3027688/,DPR Korea,PRK,Tenis Meja,DPRKorea,,178CM,04/26/1997,
Kyong Hyang Ri,56kg,https://id.asiangames2018.id/athletes/athlete/RI-Kyong-Hyang-3027729/,DPR Korea,PRK,Sepak Bola,NA,,165CM,06/10/1996,
POK HYANG RI,60kg,https://id.asiangames2018.id/athletes/athlete/RI-Pok-Hyang-3027571/,DPR Korea,PRK,Judo,DPRKorea,,165CM,01/02/1998,
SE GWANG RI,54kg,https://id.asiangames2018.id/athletes/athlete/RI-Se-Gwang-3027587/,DPR Korea,PRK,Senam Artistik,DPRKorea,,154CM,01/21/1985,
SE UNG RI,62kg,https://id.asiangames2018.id/athletes/athlete/RI-Se-Ung-3027543/,DPR Korea,PRK,Gulat,DPRKorea,,168CM,12/22/1998,
SOL RI,53kg,https://id.asiangames2018.id/athletes/athlete/RI-Sol-3027632/,DPR Korea,PRK,Renang Artistik,DPRKorea,,163CM,08/29/2000,
SONG GUM RI,50kg,https://id.asiangames2018.id/athletes/athlete/RI-Song-Gum-3027535/,DPR Korea,PRK,Angkat Besi,DPRKorea,,140CM,10/17/1997,
TAE BOM RI,72kg,https://id.asiangames2018.id/athletes/athlete/RI-Tae-Bom-3027623/,DPR Korea,PRK,Panahan,DPRKorea,,181CM,05/20/1998,
Un Chol Ri,68kg,https://id.asiangames2018.id/athletes/athlete/RI-Un-Chol-3027718/,DPR Korea,PRK,Sepak Bola,NA,,178CM,07/13/1995,
UN GYONG RI,51kg,https://id.asiangames2018.id/athletes/athlete/RI-Un-Gyong-3027613/,DPR Korea,PRK,Menembak,DPRKorea,,160CM,05/23/1989,
UN YONG RI,49kg,https://id.asiangames2018.id/athletes/athlete/RI-Un-Yong-3027602/,DPR Korea,PRK,Senam Ritmik,DPRKorea,,168CM,01/30/2001,
Un Yong Ri,57kg,https://id.asiangames2018.id/athletes/athlete/RI-Un-Yong-3027737/,DPR Korea,PRK,Sepak Bola,NA,,166CM,09/01/1996,
YONG HYOK RI,70kg,https://id.asiangames2018.id/athletes/athlete/RI-Yong-Hyok-3030444/,Unified Korea,COR,Kano/Kayak Sprint,DPRKorea,,180CM,05/06/2001,
YONG MIN RI,57kg,https://id.asiangames2018.id/athletes/athlete/RI-Yong-Min-3027591/,DPR Korea,PRK,Senam Artistik,DPRKorea,,157CM,09/16/1990,
SLAMET RIADI,80kg,https://id.asiangames2018.id/athletes/athlete/RIADI-Slamet-3020812/,Indonesia,INA,Menembak,Indonesia,,169CM,04/12/1974,
ASDANG RIAMSREE,71kg,https://id.asiangames2018.id/athletes/athlete/RIAMSREE-Asdang-3004040/,Thailand,THA,Bridge,Thailand,SARABURI,171CM,07/30/1964,
RIANTINI RIANTINI,50kg,https://id.asiangames2018.id/athletes/athlete/RIANTINI-Riantini-3018951/,Indonesia,INA,Bridge,Indonesia,,160CM,12/12/1976,
Muhammad Riaz,65kg,https://id.asiangames2018.id/athletes/athlete/RIAZ-Muhammad-3028518/,Pakistan,PAK,Sepak Bola,NA,,170CM,02/27/1996,
RENAN RIBEIRO,80kg,https://id.asiangames2018.id/athletes/athlete/RIBEIRO-Renan-3002935/,Qatar,QAT,Bola Voli,Brazil,DOHA,170CM,12/30/1989,
IDAN FAUZAN RICHSAN,80kg,https://id.asiangames2018.id/athletes/athlete/RICHSAN-Idan-Fauzan-3023770/,Indonesia,INA,Atletik,Indonesia,,179CM,01/11/2000,
Muhammad Ridho,-,https://id.asiangames2018.id/athletes/athlete/RIDHO-Muhammad-3028585/,Indonesia,INA,Sepak Bola,NA,,178CM,08/21/1991,
Abishek Rijal,67kg,https://id.asiangames2018.id/athletes/athlete/RIJAL-Abishek-3027293/,Nepal,NEP,Sepak Bola,NA,,171CM,01/29/2000,
SAIFUL RIJAL,58kg,https://id.asiangames2018.id/athletes/athlete/RIJAL-Saiful-3020307/,Indonesia,INA,Sepaktakraw,Indonesia,,165CM,10/16/1990,
JINKANG RIM,71kg,https://id.asiangames2018.id/athletes/athlete/RIM-Jinkang-3016551/,Korea,KOR,Hoki,Korea,,173CM,06/25/1992,
JONG SIM RIM,66kg,https://id.asiangames2018.id/athletes/athlete/RIM-Jong-Sim-3027553/,DPR Korea,PRK,Gulat,DPRKorea,,160CM,04/25/1994,
JONG SIM RIM,74kg,https://id.asiangames2018.id/athletes/athlete/RIM-Jong-Sim-3027541/,DPR Korea,PRK,Angkat Besi,DPRKorea,,162CM,02/05/1993,
KUM SONG RIM,57kg,https://id.asiangames2018.id/athletes/athlete/RIM-Kum-Song-3027638/,DPR Korea,PRK,Loncat Indah,DPRKorea,,162CM,04/02/1994,
Se Ok Rim,63kg,https://id.asiangames2018.id/athletes/athlete/RIM-Se-Ok-3027744/,DPR Korea,PRK,Sepak Bola,NA,,169CM,01/13/1994,
SONG SIM RIM,54kg,https://id.asiangames2018.id/athletes/athlete/RIM-Song-Sim-3027567/,DPR Korea,PRK,Judo,DPRKorea,,156CM,08/06/1995,
UN SIM RIM,65kg,https://id.asiangames2018.id/athletes/athlete/RIM-Un-Sim-3027537/,DPR Korea,PRK,Angkat Besi,DPRKorea,,160CM,07/05/1996,
SHARMIN SULTANA RIMA,59kg,https://id.asiangames2018.id/athletes/athlete/RIMA-Sharmin-Sultana-3014489/,Bangladesh,BAN,Kabaddi,Bangladesh,NARAIL,155CM,10/10/1994,
EKO RIMBAWAN,64kg,https://id.asiangames2018.id/athletes/athlete/RIMBAWAN-Eko-3023771/,Indonesia,INA,Atletik,Indonesia,,167CM,07/29/1995,
 Rimpi,69kg,https://id.asiangames2018.id/athletes/athlete/RIMPI-3014894/,India,IND,Bola Tangan,NA,,161CM,05/25/1995,
SOTHEARY RIN,56kg,https://id.asiangames2018.id/athletes/athlete/RIN-Sotheary-3005929/,Cambodia,CAM,Soft Tenis,Cambodia,PHNOM PENH,165CM,08/02/1999,
Erlangga Andaru Rinaldi,86kg,https://id.asiangames2018.id/athletes/athlete/RINALDI-Erlangga-Andaru-3020699/,Indonesia,INA,Polo Air,NA,,177CM,04/30/2001,
Rian Rinaldo,66kg,https://id.asiangames2018.id/athletes/athlete/RINALDO-Rian-3020693/,Indonesia,INA,Polo Air,NA,,167CM,08/20/1992,
MUHAMAD RINDARTO,78kg,https://id.asiangames2018.id/athletes/athlete/RINDARTO-Muhamad-3018988/,Indonesia,INA,Panahan,Indonesia,,172CM,10/09/1981,
SUFRIYANTO RINDI,60kg,https://id.asiangames2018.id/athletes/athlete/RINDI-Sufriyanto-3022171/,Indonesia,INA,Panjat Tebing,Indonesia,,158CM,05/15/1991,
Vivi Oktavia Riski,59kg,https://id.asiangames2018.id/athletes/athlete/RISKI-Vivi-Oktavia-3020594/,Indonesia,INA,Sepak Bola,NA,,170CM,03/07/1997,
Ria Ristiani,52kg,https://id.asiangames2018.id/athletes/athlete/RISTIANI-Ria-3020588/,Indonesia,INA,Sepak Bola,NA,,154CM,03/03/1997,
 Ritu,58kg,https://id.asiangames2018.id/athletes/athlete/RITU-3003486/,India,IND,Bola Tangan,NA,,161CM,09/12/1992,
RICCI PAOLO RIVERO,80kg,https://id.asiangames2018.id/athletes/athlete/RIVERO-Ricci-Paolo-3029603/,Philippines,PHI,Basket,Philippines,,185CM,05/25/1998,
ELAN RIYADI,63kg,https://id.asiangames2018.id/athletes/athlete/RIYADI-Elan-3019891/,Indonesia,INA,Balap Sepeda Trek,Indonesia,,165CM,03/24/1989,
ANIS ROHADATUL NIEHLAH RIYATI,63kg,https://id.asiangames2018.id/athletes/athlete/RIYATI-Anis-Rohadatul-Niehlah-3020253/,Indonesia,INA,Anggar,Indonesia,,161CM,07/30/1999,
PUJA RIYAYA,70kg,https://id.asiangames2018.id/athletes/athlete/RIYAYA-Puja-3020149/,Indonesia,INA,Wushu,Indonesia,,174CM,03/04/1995,
MAIZIR RIYONDRA,75kg,https://id.asiangames2018.id/athletes/athlete/RIYONDRA-Maizir-3019643/,Indonesia,INA,Kano/Kayak Sprint,Indonesia,,173CM,05/16/1992,
DELVA RIZKI,78kg,https://id.asiangames2018.id/athletes/athlete/RIZKI-Delva-3017209/,Indonesia,INA,Taekwondo,Indonesia,,177CM,12/08/1993,
MUHAMMAD RIZWAN,82kg,https://id.asiangames2018.id/athletes/athlete/RIZWAN-Muhammad-3005179/,Pakistan,PAK,Kabaddi,Pakistan,FAISALABAD,178CM,04/06/1989,
MUHAMMAD RIZWAN,74kg,https://id.asiangames2018.id/athletes/athlete/RIZWAN-Muhammad-3016451/,Pakistan,PAK,Hoki,Pakistan,TOBA TEK SINGH,173CM,12/31/1989,
HYO GYONG RO,54kg,https://id.asiangames2018.id/athletes/athlete/RO-Hyo-Gyong-3027654/,DPR Korea,PRK,Atletik,DPRKorea,,166CM,01/09/1999,
Suk Yong Ro,76kg,https://id.asiangames2018.id/athletes/athlete/RO-Suk-Yong-3030426/,Unified Korea,COR,Basket,NA,,182CM,01/28/1993,
CRISTY JOY ROA,75kg,https://id.asiangames2018.id/athletes/athlete/ROA-Cristy-Joy-3014094/,Philippines,PHI,Sofbol,Philippines,BALINGASAG MS OR,158CM,12/14/1996,
RHEA ROA,55kg,https://id.asiangames2018.id/athletes/athlete/ROA-Rhea-3014000/,Philippines,PHI,Kano/Kayak Sprint,Philippines,DIPOLOG CITY,155CM,07/31/1997,
WADAD ROBARI,-,https://id.asiangames2018.id/athletes/athlete/ROBARI-Wadad-3029613/,United Arab Emirates,UAE,Atletik,UnitedArabEmirates,,-,04/20/1992,
MOHAMMAD ARIF ROBBANI,72kg,https://id.asiangames2018.id/athletes/athlete/ROBBANI-Mohammad-Arif-3010157/,Bangladesh,BAN,Kabaddi,Bangladesh,MYMENSINGH,177CM,05/03/1992,
PHAWONRAT RODDEE,83kg,https://id.asiangames2018.id/athletes/athlete/RODDEE-Phawonrat-3015992/,Thailand,THA,Kano/Kayak Sprint,Thailand,BANGKOK,174CM,09/13/1995,
Afifatur Rofidiyah,49kg,https://id.asiangames2018.id/athletes/athlete/ROFIDIYAH-Afifatur-3028388/,Indonesia,INA,Bola Tangan,NA,,160CM,05/20/1995,
Darya Roga,-,https://id.asiangames2018.id/athletes/athlete/ROGA-Darya-3029590/,Kazakhstan,KAZ,Polo Air,NA,,-,07/03/1995,
ELIZAVETA ROGOZHNIKOVA,47kg,https://id.asiangames2018.id/athletes/athlete/ROGOZHNIKOVA-Elizaveta-3003884/,Kyrgyzstan,KGZ,Renang  ,Kyrgyzstan,BISHKEK,168CM,08/25/2004,
ROHIDAH ROHIDAH,55kg,https://id.asiangames2018.id/athletes/athlete/ROHIDAH-Rohidah-3019906/,Indonesia,INA,Balap Sepeda Gunung,Indonesia,,158CM,04/20/1992,
AMIT ROHIDAS,70kg,https://id.asiangames2018.id/athletes/athlete/ROHIDAS-Amit-3000361/,India,IND,Hoki,India,"SAUNAMARA, SUNDARGARH",179CM,05/10/1993,
YENI SITI ROHMAH,55kg,https://id.asiangames2018.id/athletes/athlete/ROHMAH-Yeni-Siti-3020293/,Indonesia,INA,Squash,Indonesia,,149CM,06/16/1990,
Bertrand Roine,80kg,https://id.asiangames2018.id/athletes/athlete/ROINE-Bertrand-3003098/,Qatar,QAT,Bola Tangan,NA,,170CM,02/17/1981,
YAYAH ROKAYAH,71kg,https://id.asiangames2018.id/athletes/athlete/ROKAYAH-Yayah-3019623/,Indonesia,INA,Dayung,Indonesia,,170CM,08/22/1991,
BUDI ROMANSYAH,67kg,https://id.asiangames2018.id/athletes/athlete/ROMANSYAH-Budi-3027790/,Indonesia,INA,Hoki,Indonesia,,171CM,03/18/1992,
TERRENCE BILL ROMEO,81kg,https://id.asiangames2018.id/athletes/athlete/ROMEO-Terrence-Bill-3029600/,Philippines,PHI,Basket,Philippines,,180CM,03/16/1992,
TERRENCE BILL ROMEO,81kg,https://id.asiangames2018.id/athletes/athlete/ROMEO-Terrence-Bill-3018588/,Philippines,PHI,Basket,Philippines,MANILA,179CM,03/16/1992,
JESSY PRISKILA ROMPIES,70kg,https://id.asiangames2018.id/athletes/athlete/ROMPIES-Jessy-Priskila-3022485/,Indonesia,INA,Tenis,Indonesia,,169CM,04/14/2990,
EKO RONI SAPUTRA,65kg,https://id.asiangames2018.id/athletes/athlete/RONI-SAPUTRA-Eko-3025238/,Indonesia,INA,Gulat,Indonesia,,163CM,05/02/1991,
ALBERT ROP,63kg,https://id.asiangames2018.id/athletes/athlete/ROP-Albert-3010788/,Bahrain,BRN,Atletik,Kenya,,180CM,07/17/1992,
JETH TROY ROSARIO,99kg,https://id.asiangames2018.id/athletes/athlete/ROSARIO-Jeth-Troy-3029634/,Philippines,PHI,Basket,Philippines,,201CM,01/20/1992,
JETH TROY ROSARIO,96kg,https://id.asiangames2018.id/athletes/athlete/ROSARIO-Jeth-Troy-3018592/,Philippines,PHI,Basket,Philippines,MANDALUYONG CITY,200CM,01/20/1992,
Ahmad Zaidi Rosdi,80kg,https://id.asiangames2018.id/athletes/athlete/ROSDI-Ahmad-Zaidi-3023291/,Malaysia,MAS,Bola Tangan,NA,,175CM,04/25/1991,
ANIS AMIRA ROSIDI,56kg,https://id.asiangames2018.id/athletes/athlete/ROSIDI-Anis-Amira-3004665/,Malaysia,MAS,Balap Sepeda Jalan Raya,Malaysia,KANGAR,178CM,01/20/1998,
ANIS AMIRA ROSIDI,56kg,https://id.asiangames2018.id/athletes/athlete/ROSIDI-Anis-Amira-3004665/,Malaysia,MAS,Balap Sepeda Jalan Raya,Malaysia,KANGAR,178CM,01/20/1998,
MD SUFI SHAYIRAN ROSLAN,61kg,https://id.asiangames2018.id/athletes/athlete/ROSLAN-Md-Sufi-Shayiran-3015684/,Brunei Darussalam,BRU,Wushu,BruneiDarussalam,BANDAR SERI BEGAWAN,159CM,03/18/1998,
MOHAMMAD ADI SALIHIN ROSLAN,54kg,https://id.asiangames2018.id/athletes/athlete/ROSLAN-Mohammad-Adi-Salihin-3015675/,Brunei Darussalam,BRU,Wushu,BruneiDarussalam,BANDAR SERI BEGAWAN,152CM,05/30/2000,
NURUL FARAH ALISA ROSLAN,50kg,https://id.asiangames2018.id/athletes/athlete/ROSLAN-Nurul-Farah-Alisa-3008464/,Malaysia,MAS,Taekwondo,Malaysia,WILAYAH PERSEKUTUAN KUALA LUMP,171CM,07/12/1999,
MUHAMMAD NUR AIMAN ROSLI,60kg,https://id.asiangames2018.id/athletes/athlete/ROSLI-Muhammad-Nur-Aiman-3004844/,Malaysia,MAS,Balap Sepeda Trek,Malaysia,LEDANG,173CM,03/22/1999,
